CODICE;CODICEREGIONE;STRUTTURA;TIPO;Comune;Indirizzo
20218;044023-APA-00007;La Finestra sul Mare di Collina Emidio;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Fraccagnani, 38
20226;044023-APA-00008;CROCI FABRIZIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via S. Agostino, 10
20247;044023-APA-00010;MARUCCHI MARIA BEATRICE - sub. 9;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Roma, 106
20249;044023-APA-00012;CICCHI KATIUSCIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Botticelli, 12
20253;044023-APA-00013;MARUCCHI MARIA BEATRICE - sub. 11;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Roma, 106
20254;044023-APA-00014;CAPRIOTTI MARCO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Sisto V, 3
20278;044023-APA-00015;BREMZAY ROMANETZ LYDIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Cairoli, 122
20371;044023-APA-00017;GALLOPPA ALESSANDRO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via L. da Vinci, 3
20425;044023-APA-00018;Appartamento 1  Cosenza Piero;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Fratelli Rosselli, 9
20426;044023-APA-00019;Appartamento 2 Cosenza Fabrizio;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Fratelli Rosselli, 9
20462;044023-APA-00022;LUCIANI DAVIDE app.to sub. 30;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Roma, 3
20463;044023-APA-00023;LUCIANI DAVIDE app.to sub. 29;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Roma, 84
20464;044023-APA-00024;D'ERCOLI LUISA app.to sub. 18;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Roma, 84
20465;044023-APA-00025;D'ERCOLI LUISA app.to sub. 31;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Roma, 84
20466;044023-APA-00026;FANTACCHIOTTI MIRELLA app.to sub. 28;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Roma, 84
20467;044023-APA-00027;FANTACCHIOTTI MIRELLA app.to sub. 27;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Roma, 84
20468;044023-APA-00028;DI PASQUANTONIO CHIARA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Roma, 84
20469;044023-APA-00029;SPAZIANI MARIA RITA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via della Repubblica, 68
20681;044023-APA-00032;CANDELORO ELISABETTA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Marcovaldo, 22
20883;044023-APA-00033;GUERRIERI PALEOTTI CAMILLA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Roma, 10
20945;044023-APA-00034;CONCETTI FEDERICA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Fratelli Rosselli, 59
20991;044023-APA-00035;LIBERATI FRANCESCA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Ischia I, 19
21034;044023-APA-00036;PALMAROLI FILIPPO - appartamento art.32;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;via Cagliata, 48
21114;044023-APA-00037;CAPOCASA LORENZO - appartamento piano terra;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Lungomare Alcide De Gasperi, 54
21115;044023-APA-00038;CAPOCASA LORENZO - Appartamento piano 1;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Lungomare Alcide De Gasperi, 54
21148;044023-APA-00039;VENIERI NAZZARENO appartamento art.32;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;via Cairoli, 6
21304;044023-APA-00040;TORRESI ESTER;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Leonardo Da Vinci, 54
21491;044023-APA-00041;TRAINI MARIA DOMENICA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Marche, 47
21497;044023-APA-00042;CAPRIOTTI SILVANA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Fratelli Rosselli, 97
21510;044023-APA-00043;CIARROCCHI VITTORIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Cagliata, 12
21532;044023-APA-00045;MARUCCHI MARIA BEATRICE - sub. 12;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Roma, 106
21533;044023-APA-00046;MARUCCHI MARIA BEATRICE - sub. 10;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Roma, 106
21597;044023-APA-00047;BERI GAETANO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Capriotti, 28
21613;044023-APA-00048;MERLINI VINCENZO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Pola, 55
21616;044023-APA-00049;SERGIACOMI NICLA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Pola, 57
21658;044023-APA-00050;MASCITTI NICOLETTA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Lame, 85
21708;044023-APA-00051;TAVOLETTI ENRICO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Matteotti, 9
21714;044023-APA-00052;FICCADENTI PAMELA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via C.A. Dalla Chiesa, 87
21950;044023-APA-00055;GIOVANDITTO MASSIMO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Crivelli, 3
22200;044023-APA-00057;APPARTAMENTO CATTALINI SILVIA MARIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via A. Volta, 47
22465;044023-APA-00058;CIRIACI ANTONIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via S. Gabriele, 15
22468;044023-APA-00059;GRADASSI MARCO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Madonna degli Angeli, 4
22472;044023-APA-00060;MARCIANI LUIGINA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Pola, 69
22492;044023-APA-00061;DE SANTIS TIZIANA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Gramsci, 23
22808;044023-APA-00062;ERCOLI CLAUDIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Lazio, 5
22872;044023-APA-00063;Antonella Maria Ulissi;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Lame, 45
23133;044023-APA-00064;QUINZI GIACOMO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via G. Pascoli, 98
23192;044023-APA-00065;MORETTI MASSIMO APPARTAMENTO SUB. 12;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via della Repubblica, 37
23193;044023-APA-00066;MORETTI MASSIMO APPARTAMENTO SUB. 9;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via della Repubblica, 37
23194;044023-APA-00067;MORETTI STEFANO APPARTAMENTO SUB. 7;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via della Repubblica, 27
23195;044023-APA-00068;MORETTI STEFANO APPARTAMENTO SUB. 10;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via della Repubblica, 37
23201;044023-APA-00069;IACONI NICOLAS;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Cantiere, 5
23226;044023-APA-00070;MASSI LEONARDO - APPARTAMENTO 2;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via A. De Gasperi, 120
23235;044023-APA-00071;PIUNTI LUCIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via XX Settembre, 137
23260;044023-APA-00072;MASSI LEONARDO - APPARTAMENTO 1;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via De Gasperi, 120
23284;044023-APA-00073;CHIAPPINI DOMENICA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Crivelli, 39
23285;044023-APA-00074;FERRARA OLIMPIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via F.lli Rosselli, 80/A
23353;044023-APA-00075;ALLEGRO VANESSA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via XX Settembre, 127
23354;044023-APA-00076;LAURI DARIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Sacconi, 38
23453;044023-APA-00077;VENIERI RAFFAELE APPARTAMENTO SUB. 11;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Corso G. Mazzini, 21
23573;044023-APA-00078;ADDAZI EMANUELA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Decio Azzolino piano terra, 8
23588;044023-APA-00079;APPARTAMENTO CORRADETTI EVASIO EMIDIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Parini Piano Primo, 22
23598;044023-APA-00080;APPARTAMENTO INCICCO GIORGIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via San Vincenzo Piano T. 1, 16
23622;044023-APA-00081;GENTILI MARCO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Pola, 8
23638;044023-APA-00082;CACACI CINZIO APPARTAMENTO SUB. 63;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Rosselli, 84
23716;044023-APA-00083;CACACI CINZIO APPARTAMENTO SUB. 64;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Rosselli, 84
24111;044023-APA-00084;MARCHETTI CHIARA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via De Gasperi, 92
24150;044023-APA-00085;TAVOLETTI VALERIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Fratelli Rosselli piano secondo, 85
24268;044023-APA-00086;APPARTAMENTO DE ANGELIS RITA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Ponza Piano Secondo, 120
24371;044023-APA-00087;APPARTAMENTO BALLESTRA ALESSANDRA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via dei Piceni Piano Secondo, 26
24372;044023-APA-00088;SANTORI FABIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Toscanini, 28
24420;044023-APA-00089;CENCETTI ALESSANDRA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via Foscolo, 42
24458;044023-APA-00090;MORETTI MASSIMO APPARTAMENTO SUB. 11;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via della Repubblica, 37
24462;044023-APA-00091;MESTICHELLI MILENA APPARTAMENTO SUB. 16;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Lungomare della Repubblica, 37
24463;044023-APA-00092;MESTICHELLI MILENA APPARTAMENTO SUB. 15;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Lungomare della Repubblica, 37
24464;044023-APA-00093;MINDOLI KATYA APPARTAMENTO SUB. 14;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Lungomare della Repubblica, 37
24465;044023-APA-00094;MINDOLI KATYA APPARTAMENTO SUB. 13;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Lungomare della Repubblica, 37
24515;044023-APA-00095;PIERANTOZZI CERQUOZZI LUIGIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Via dei Piceni, 64
24633;044023-APA-00096;APPARTAMENTO CLEMENTINA TROLI;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;Piazza Carducci piano 6, 15
16018;044023-AST-00001;AREA DI SOSTA CAMPER;Aree di Sosta;GROTTAMMARE;via Domenico Bruni
53;044023-BeB-00001;B&B IMBRESCIA;Bed & Breakfast;GROTTAMMARE;via san paterniano, 16
13404;044023-BeB-00004;B&B I GIRASOLI di ANTONINI DANIELA;Bed & Breakfast;GROTTAMMARE;via dei Piceni, 64
13473;044023-BeB-00005;B&B AMURRI DOMENICA;Bed & Breakfast;GROTTAMMARE;strada comunale san biagio, 9
14645;044023-BeB-00006;B&B A CASA DI PAOLO;Bed & Breakfast;GROTTAMMARE;contrada san francesco, 26
14675;044023-BeB-00007;B&B GUARNERI IVANA;Bed & Breakfast;GROTTAMMARE;via frana, 33a
14674;044023-BeB-00008;IL MARE A 50 METRI;Bed & Breakfast;GROTTAMMARE;via frana, 33a
14894;044023-BeB-00009;B&B CANTINE CAMELI;Bed & Breakfast;GROTTAMMARE;strada provinciale valtesino, 350
15373;044023-BeB-00010;B&B CANTINE CAMELI VINI 1890;Bed & Breakfast;GROTTAMMARE;strada provinciale valtesino, 352
15441;044023-BeB-00013;B&B LADY D;Bed & Breakfast;GROTTAMMARE;via Ischia Prima, 203
16039;044023-BeB-00016;B&B SAPORE DI MARE;Bed & Breakfast;GROTTAMMARE;PONZA, 91
16470;044023-BeB-00018;B&B ACQUA MARINA;Bed & Breakfast;GROTTAMMARE;via Frana, 32
16579;044023-BeB-00019;B&B VALLE DELL'EDEN;Bed & Breakfast;GROTTAMMARE;via F.lli Rosselli, 55
16951;044023-BeB-00020;B&B LE PALME;Bed & Breakfast;GROTTAMMARE;via San Martino, 43/3
17012;044023-BeB-00023;B&B A CASA DI..;Bed & Breakfast;GROTTAMMARE;via Ballestra, 69
17086;044023-BeB-00025;B&B TRE FINESTRE SUL MARE - CASABAGNARA;Bed & Breakfast;GROTTAMMARE;via Santa Lucia, 10
17520;044023-BeB-00027;B&B RIBECA'S;Bed & Breakfast;GROTTAMMARE;viale Garibaldi, 14
17568;044023-BeB-00028;AZZURRAMARE BED & BREAKFAST;Bed & Breakfast;GROTTAMMARE;via Tirreno, 13
17842;044023-BeB-00030;B&B BRIC E BRAC;Bed & Breakfast;GROTTAMMARE;via Brasile, 9
18030;044023-BeB-00031;B&B ER COLOSSEO;Bed & Breakfast;GROTTAMMARE;via fratelli rosselli, 126bis
18222;044023-BeB-00032;B&B FERMATA 135;Bed & Breakfast;GROTTAMMARE;FRATELLI ROSSELLI, 135
19333;044023-BeB-00034;VILLA FIORITA;Bed & Breakfast;GROTTAMMARE;Via Palmaroli, 3
227;044023-BeB-00036;CASA DEI PESCI;Bed & Breakfast;GROTTAMMARE;vicolo pineta, 7
386;044023-BeB-00037;B&B CASA VACANZE;Bed & Breakfast;GROTTAMMARE;via Frana, 21
19540;044023-BeB-00038;VECCHIO ULIVO;Bed & Breakfast;GROTTAMMARE;Contrada Monti, 35
19772;044023-BeB-00039;CASA POLLY;Bed & Breakfast;GROTTAMMARE;Via De Curtis, 20/22
19567;044023-BeB-00040;LUDO B&B;Bed & Breakfast;GROTTAMMARE;Via Mediterraneo, 6
20015;044023-BeB-00041;VERDEAZZURRO B&B;Bed & Breakfast;GROTTAMMARE;Via Fenili, 6
20174;044023-BeB-00042;CASA DI G.G.;Bed & Breakfast;GROTTAMMARE;Via Montesecco, 22
20865;044023-BeB-00043;VILLA FRANCESCA;Bed & Breakfast;GROTTAMMARE;Via Ischia I, 19
21005;044023-BeB-00044;B&B PORTA MARINA;Bed & Breakfast;GROTTAMMARE;Via Porta Marina, 6
24617;044023-BeB-00046;B&B CASA MARCONI;Bed & Breakfast;GROTTAMMARE;via Cantiere piano 1 e 2, 11
3510;044023-CAM-00001;DON DIEGO;Campeggi;GROTTAMMARE;Lungomare Alcide de Gasperi, 128
13439;044023-CAV-00001;CASA PAZZI;Case e appartamenti per vacanze;GROTTAMMARE;via sotto le mura, 8
17690;044023-CAV-00003;LE NEREIDI APPARTAMENTI;Case e appartamenti per vacanze;GROTTAMMARE;via Mediterraneo, 10
17694;044023-CAV-00004;DIMORA DI MARE;Case e appartamenti per vacanze;GROTTAMMARE;via Parini, 9
19243;044023-CAV-00005;CASA ORTI;Case e appartamenti per vacanze;GROTTAMMARE;Via Lame, 99
4407;044023-CAV-00006;PIERGALLINI RITA;Case e appartamenti per vacanze;GROTTAMMARE;Alcide De Gasperi, 120
20136;044023-CAV-00007;GERMANI ANTONIO CAV;Case e appartamenti per vacanze;GROTTAMMARE;Via Crucioli, 41
21449;044023-CAV-00009;SPIAGGIA D'ARGENTO;Case e appartamenti per vacanze;GROTTAMMARE;Via De Gasperi, 16
22430;044023-CAV-00010;VELA AZZURRA HOLIDAY HOME;Case e appartamenti per vacanze;GROTTAMMARE;Via Ballestra, 9
14285;044023-CHT-00001;BRICIOLA DI SOLE;Country house;GROTTAMMARE;contrada granaro, 19
20169;044023-CHT-00002;COUNTRY HOUSE A CASA DA ANGELO;Country house;GROTTAMMARE;Contrada San Giacomo, 63
20454;044023-CHT-00003;VILLA ARIETE;Country house;GROTTAMMARE;Contrada Granaro, 3
V00010;044023-LOC-00003;Appartamento di Scolastici Francesca - sub. 13;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;via Corfù, 5 - piano T
V00019;044023-LOC-00004;Appartamento di Scolastici Francesca - sub. 12;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);GROTTAMMARE;via Corfù, 5 - piano terra
13806;044023-RTA-00001;VALENTINO RESORT;Residenze Turistico-Alberghiere (R.T.A.);GROTTAMMARE;Via Dante Alighieri, 99
14338;044023-RTA-00002;RESIDENCE COSTA SMERALDA;Residenze Turistico-Alberghiere (R.T.A.);GROTTAMMARE;Via Malta, 16
14789;044023-RTA-00003;RESIDENCE MAREAMARE;Residenze Turistico-Alberghiere (R.T.A.);GROTTAMMARE;viale lungomare Repubblica, 14
11391;044023-RTA-00004;RESIDENCE HOTEL LE TERRAZZE;Residenze Turistico-Alberghiere (R.T.A.);GROTTAMMARE;lungomare Alcide de Gasperi, 47
11392;044023-RTA-00005;RESIDENCE COSTA AZZURRA;Residenze Turistico-Alberghiere (R.T.A.);GROTTAMMARE;via Malta, 2
11394;044023-RTA-00006;ADA;Residenze Turistico-Alberghiere (R.T.A.);GROTTAMMARE;lungomare alcide de gasperi, 76
11397;044023-RTA-00007;RESIDENCE LE PALME;Residenze Turistico-Alberghiere (R.T.A.);GROTTAMMARE;lungomare Alcide de Gasperi, 166
12556;044027-ALB-00001;HOTEL RISTORANTE VILLA FANINI;Albergo;MALTIGNANO;via G. Sacconi, 52
14034;044029-AGR-00001;AGRITURISMO DA FIORO' LA COLLINA DEI SAPORI;Agriturismi;MASSIGNANO;C/da S. Pietro, 36
16451;044029-AGR-00003;AGRITURISMO BONU' GABRIELE;Agriturismi;MASSIGNANO;contrada Santa Giuliana, 12/a
16572;044029-AGR-00004;AGRITURISMO COLLELAGO;Agriturismi;MASSIGNANO;contrada Montecantino, 3
14148;044029-ALB-00001;LE PALME;Albergo;MASSIGNANO;contrada San Pietro, 61
10978;044029-ALB-00002;HOTEL IL CONTADINO;Albergo;MASSIGNANO;via Montecantino, 66
10979;044029-ALB-00003;HOTEL RIVAMARE;Albergo;MASSIGNANO;Contrada Montecatino, 59
10980;044029-ALB-00004;VILLA ANIANA;Albergo;MASSIGNANO;Contrada San Pietro, 23
22608;044029-ALB-00005;AMBRUOSI RESORT & SPA;Albergo;MASSIGNANO;Contrada Montecantino, 96
24393;044029-APA-00001;LAMOLINARA PAOLO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MASSIGNANO;Via Piana Santi, 75
13922;044029-BeB-00001;B&B IL MELOGRANO;Bed & Breakfast;MASSIGNANO;contrada fonte trufo, 13
18321;044029-BeB-00003;B&B LA CASA DI CLELIA;Bed & Breakfast;MASSIGNANO;VIA MONTEBELLO, 10
19997;044029-BeB-00005;CASA DI NENA;Bed & Breakfast;MASSIGNANO;Via Borgo Vasai, 28/A
20947;044029-BeB-00006;LA CASETTA BB;Bed & Breakfast;MASSIGNANO;Contrada Fontane, 27
21959;044029-BeB-00007;ALBA SUL MARE DI DANIELE TORQUATI B&B;Bed & Breakfast;MASSIGNANO;Contrada Montecatino, 47/A
4401;044029-CAV-00002;RESIDENCE AZZURRO;Case e appartamenti per vacanze;MASSIGNANO;c.da Montecantino, 83
20734;044029-CAV-00003;RESIDENCE L'AGAVE;Case e appartamenti per vacanze;MASSIGNANO;Contrada Fonte Trufo, 12/B
12191;044029-CHT-00001;COUNTRY HOUSE CHIARALUCE;Country house;MASSIGNANO;contrada fonte trufo, 34
13661;044029-CHT-00002;LA SORGENTE;Country house;MASSIGNANO;Contrada Marezi, 36/A
14546;044029-CHT-00003;CASA DI GINO;Country house;MASSIGNANO;contrada san pietro, 101
V00026;044029-LOC-00001;APPARTAMENTO DI MARILUNGO  LUIGINA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MASSIGNANO;VIA MONTECATINO,23  PIANO TERRA
18746;044029-VIT-00001;IL GIRASOLE DI VITANGELI MARCO;Villaggi turistici;MASSIGNANO;Contrada S. Pietro, 38
24689;044031-AFF-00001;VILLA DEI PRIORI;Affittacamere;MONSAMPOLO DEL TRONTO;Contrada Carpineto, 8
15495;044031-AGR-00001;AGRITURISMO VILLA BUSSOLA;Agriturismi;MONSAMPOLO DEL TRONTO;contrada pagliare, 17
16449;044031-AGR-00002;AGRITURISMO TENUTA SOLALTO;Agriturismi;MONSAMPOLO DEL TRONTO;contrada Vallone, 17
17191;044031-AGR-00003;FIOR DI LOTO;Agriturismi;MONSAMPOLO DEL TRONTO;c.da Comunanza, 7
24838;044031-AGR-00004;AGRITURISMO PODERE MAGNA MATER;Agriturismi;MONSAMPOLO DEL TRONTO;contrada Valloni, 11
11001;044031-ALB-00002;HOTEL STELLA;Albergo;MONSAMPOLO DEL TRONTO;via Salaria, 11
12118;044031-BeB-00001;B&B VILLA DEI PRIORI;Bed & Breakfast;MONSAMPOLO DEL TRONTO;via Carpineto, 5
12119;044031-BeB-00002;B&B IL GIARDINO ERBOSO;Bed & Breakfast;MONSAMPOLO DEL TRONTO;Contrada Collelungo, 6
12121;044031-BeB-00003;LEMON B&B;Bed & Breakfast;MONSAMPOLO DEL TRONTO;contrada monte carrello, 4
13783;044031-BeB-00004;B&B LA PINETA;Bed & Breakfast;MONSAMPOLO DEL TRONTO;Corso Vittorio Emanuele III, 3
15500;044031-BeB-00005;B&B VILLA BUSSOLA;Bed & Breakfast;MONSAMPOLO DEL TRONTO;contrada Pagliare, 17
16427;044031-BeB-00006;B&B A CASA DI MEG;Bed & Breakfast;MONSAMPOLO DEL TRONTO;Contrada Piane di Trocco, 1
17189;044031-BeB-00007;B&B DA CRISTINA;Bed & Breakfast;MONSAMPOLO DEL TRONTO;via Pretarolo, 14
22138;044031-BeB-00010;B&B GRAZIAHOME;Bed & Breakfast;MONSAMPOLO DEL TRONTO;Contrada S. Egidio
24744;044031-BeB-00011;RADICI LUXURY B&B;Bed & Breakfast;MONSAMPOLO DEL TRONTO;CONTRADA COMUNANZA piano terra e 1, 5
24982;044031-BeB-00012;B&B RADICI;Bed & Breakfast;MONSAMPOLO DEL TRONTO;CONTRADA COMUNANZA piano terra e 1, 5
25035;044031-BeB-00013;Il Ginkgo;Bed & Breakfast;MONSAMPOLO DEL TRONTO;ctr Treazzano 2 piano terra, 2
17171;044031-CHT-00001;LA TANA DEI LEONI;Country house;MONSAMPOLO DEL TRONTO;contrada Sant'Egidio, 18
23969;044032-AFF-00001;AFFITTACAMERE MIRAVALLE;Affittacamere;MONTALTO DELLE MARCHE;Via Fonte Arrigo, snc
14005;044032-AGR-00001;LE PRATOLE;Agriturismi;MONTALTO DELLE MARCHE;c.da Ss Annunziata, 1
14071;044032-AGR-00002;IL SENTIERO;Agriturismi;MONTALTO DELLE MARCHE;c.da Fonte d' Ercole, 11
14093;044032-AGR-00003;AGRITURISMO COPPO 1873;Agriturismi;MONTALTO DELLE MARCHE;c.da Maliscia, 50/1
14130;044032-AGR-00004;IL PALOMBACCIO;Agriturismi;MONTALTO DELLE MARCHE;via Valle, 7
14203;044032-AGR-00005;CERQUATONDA;Agriturismi;MONTALTO DELLE MARCHE;c.da Cerquatonda, 4
14216;044032-AGR-00006;TERRE VINEATE;Agriturismi;MONTALTO DELLE MARCHE;c.da Sant'Alberto, 8/9
14336;044032-AGR-00007;AGRITURISMO DOLIUM;Agriturismi;MONTALTO DELLE MARCHE;contrada Valle, 2
14765;044032-AGR-00008;RECCHI FRANCESCHINI TENUTE & AGRITURISMO;Agriturismi;MONTALTO DELLE MARCHE;c.da Valle Bianca, snc
17393;044032-AGR-00009;AGRITURISMO IL VECCHIO ACERO;Agriturismi;MONTALTO DELLE MARCHE;contrada SS. Annunziata, 7
17886;044032-AGR-00010;LA CURTIS;Agriturismi;MONTALTO DELLE MARCHE;c.da Lago, 120
1459;044032-AGR-00012;Agriturismo SAN FRANCESCO;Agriturismi;MONTALTO DELLE MARCHE;c.da Monti, 11
18197;044032-APA-00001;VILLA CERQUETO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTALTO DELLE MARCHE;CONTRADA CERQUETO, 18/a
18580;044032-APA-00002;LA CASA SULLA COLLINA DI DISILVESTRO ROSANNA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTALTO DELLE MARCHE;CONTRADA MALISCIA, 7
22042;044032-APA-00004;BONNIER ANUSCKA PETRONELLA APP.TO SUB. 6;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTALTO DELLE MARCHE;Via Rigo, 7
22177;044032-APA-00005;AGOSTINI STEFANIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTALTO DELLE MARCHE;Via Cerqueto, 18/A
22649;044032-APA-00006;BONNIER ANUSCKA PETRONELLA APP.TO SUB. 7;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTALTO DELLE MARCHE;Via Rigo, 7
22923;044032-APA-00008;GASKIN ROBERT JOHN;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTALTO DELLE MARCHE;CONTRADA SS.A ANNUNZIATA, 14
22930;044032-APA-00009;MANZ DEBRA PATRICIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTALTO DELLE MARCHE;Fonte Arrigo, 31
23152;044032-APA-00010;GAZZANI DINO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);MONTALTO DELLE MARCHE;Contrada Moglie, 32
